"rs","mse.m1","mse.m2","mean.run.time"
0,0.0185544361514123,0.0965619301409932,0.0511802959442139
1,0.0572198432167833,0.280349685785742,0.0462544345855713
5,0.301334004499669,1.07617475586688,0.0579478549957275
10,0.245922893498048,1.0263860497531,0.0690993356704712
20,0.44097176169809,1.57326736455747,0.0962650966644287
30,0.702263198551202,1.58250392022806,0.127284965515137
