"rs","mse.m1","mse.m2","mean.run.time"
0,0.00140595722579033,0.00761911085160288,0.448833491802216
1,0.00618086953014656,0.0334535345778618,0.465654406547546
5,0.018769033883994,0.104930533001772,0.602915503978729
10,0.0487990497823063,0.244427134045499,1.5234531712532
20,0.0584207946385971,0.330886810197404,4.53244365215301
30,0.0841689925023875,0.547571646685235,9.37795202255249
