"rs","mse.m1","mse.m2","mean.run.time"
0,0.0134136780377837,0.0311243932662921,0.0952924251556397
1,0.0870694454042763,0.786197043880231,0.0485870838165283
5,0.0956483674079476,0.688220434884631,0.0526744365692139
10,0.248714371421426,0.937479979786055,0.0661628723144531
20,0.0605782484233538,0.731313415240586,0.0933408737182617
30,0.221009893965943,1.32726442811634,0.121724367141724
